run_id,game_type,algorithm,learning_rate,batch_size,buffer_size,num_epoch,num_units,num_layers,max_steps,cpu_cores,total_ram_gb,avg_cpu_utilization,avg_gpu_utilization,avg_ram_usage_mb,peak_ram_usage_mb,target_mean_reward,iterations_to_target,training_time_to_target_sec
run_2025-11-10_101-00-00,3DBall,PPO,0.0003,1024,20480,4,128,2,50000,8,32,45.8,57.7,12251.3,12434.199999999999,100,7888.0,16.3
run_2025-11-10_101-30-00,3DBall,PPO,0.0003,1024,20480,5,128,2,50000,8,32,49.0,60.0,10897.8,10988.599999999999,100,6771.0,22.8
run_2025-11-10_102-00-00,3DBall,PPO,0.0003,2048,40960,4,128,2,50000,8,32,54.1,49.5,10119.5,10470.1,100,8402.0,15.8
run_2025-11-10_102-30-00,3DBall,PPO,0.0003,2048,40960,4,128,2,50000,8,32,53.1,55.6,11276.5,11386.5,100,7896.0,24.3
run_2025-11-10_103-00-00,Walker,SAC,0.0005,512,10240,4,256,3,75000,16,64,47.2,61.5,8456.8,8890.099999999999,100,7511.0,20.2
run_2025-11-10_103-30-00,3DBall,PPO,0.0003,2048,40960,3,128,2,50000,8,32,49.7,54.3,9057.6,9475.300000000001,100,6180.0,15.3
run_2025-11-10_104-00-00,3DBall,PPO,0.0003,2048,40960,3,128,2,50000,8,32,53.2,50.6,11814.6,11870.7,100,8748.0,22.3
run_2025-11-10_104-30-00,3DBall,PPO,0.0003,2048,40960,3,128,2,50000,8,32,45.7,58.1,9523.1,9976.2,100,7846.0,20.2
run_2025-11-10_105-00-00,Walker,SAC,0.0005,512,10240,5,256,3,75000,16,64,48.9,61.5,11150.8,11213.8,100,6578.0,17.6
run_2025-11-10_105-30-00,3DBall,PPO,0.0003,1024,20480,5,128,2,50000,8,32,53.5,46.3,10171.5,10329.3,100,7819.0,19.1
run_2025-11-10_106-00-00,3DBall,PPO,0.0003,1024,20480,3,128,2,50000,8,32,49.0,60.5,12332.1,12396.7,100,8032.0,17.6
run_2025-11-10_106-30-00,Walker,SAC,0.0005,512,10240,5,256,3,75000,16,64,45.8,61.4,12781.1,12982.2,100,7577.0,17.2
run_2025-11-10_107-00-00,3DBall,PPO,0.0003,1024,20480,4,128,2,50000,8,32,50.4,54.2,12464.4,12745.6,100,8154.0,16.0
run_2025-11-10_107-30-00,3DBall,PPO,0.0003,1024,20480,4,128,2,50000,8,32,53.6,64.7,9644.9,10053.4,100,7744.0,18.4
run_2025-11-10_108-00-00,3DBall,PPO,0.0003,1024,20480,4,128,2,50000,8,32,50.9,60.7,9293.1,9495.2,100,8843.0,17.0
run_2025-11-10_108-30-00,3DBall,PPO,0.0003,2048,40960,3,128,2,50000,8,32,47.3,60.5,10582.4,10949.9,100,6161.0,22.2
run_2025-11-10_109-00-00,3DBall,PPO,0.0003,2048,40960,5,128,2,50000,8,32,48.8,60.0,8433.7,8568.1,100,6319.0,22.2
run_2025-11-10_109-30-00,Walker,SAC,0.0005,1024,20480,3,256,3,75000,16,64,49.5,48.0,8518.7,8906.5,100,6521.0,20.0
run_2025-11-10_110-00-00,Walker,SAC,0.0005,512,10240,5,256,3,75000,16,64,50.8,49.3,10945.1,11101.300000000001,100,8071.0,23.3
run_2025-11-10_110-30-00,Walker,SAC,0.0005,1024,20480,4,256,3,75000,16,64,52.6,54.3,10794.1,10908.7,100,7937.0,24.1
run_2025-11-10_111-00-00,3DBall,PPO,0.0003,1024,20480,3,128,2,50000,8,32,46.0,50.3,12975.1,13108.5,100,8676.0,21.0
run_2025-11-10_111-30-00,3DBall,PPO,0.0003,1024,20480,5,128,2,50000,8,32,53.9,53.3,9328.5,9460.4,100,8199.0,21.4
run_2025-11-10_112-00-00,3DBall,PPO,0.0003,1024,20480,5,128,2,50000,8,32,45.1,62.8,9587.3,9868.099999999999,100,7525.0,17.4
run_2025-11-10_112-30-00,Walker,SAC,0.0005,1024,20480,4,256,3,75000,16,64,48.7,61.5,8922.3,9352.5,100,8975.0,24.7
run_2025-11-10_113-00-00,3DBall,PPO,0.0003,2048,40960,3,128,2,50000,8,32,45.3,57.6,12620.7,12706.5,100,6798.0,14.3
run_2025-11-10_113-30-00,3DBall,PPO,0.0003,2048,40960,3,128,2,50000,8,32,48.9,62.2,11977.9,12346.0,100,8500.0,18.2
run_2025-11-10_114-00-00,Walker,SAC,0.0005,512,10240,3,256,3,75000,16,64,50.3,60.7,12182.8,12527.3,100,7280.0,22.7
run_2025-11-10_114-30-00,3DBall,PPO,0.0003,2048,40960,4,128,2,50000,8,32,50.1,53.6,12552.7,12995.300000000001,100,7946.0,15.0
run_2025-11-10_115-00-00,Walker,SAC,0.0005,512,10240,3,256,3,75000,16,64,46.7,49.0,10814.5,10974.4,100,8182.0,16.2
run_2025-11-10_115-30-00,Walker,SAC,0.0005,1024,20480,4,256,3,75000,16,64,51.5,55.3,10475.5,10728.0,100,7901.0,21.1
run_2025-11-10_116-00-00,Walker,SAC,0.0005,1024,20480,4,256,3,75000,16,64,45.4,59.7,9919.8,10386.4,100,6422.0,20.7
run_2025-11-10_116-30-00,3DBall,PPO,0.0003,1024,20480,4,128,2,50000,8,32,52.6,53.7,11110.4,11457.4,100,7329.0,22.9
run_2025-11-10_117-00-00,3DBall,PPO,0.0003,1024,20480,5,128,2,50000,8,32,54.5,58.3,10489.7,10714.6,100,7684.0,23.8
run_2025-11-10_117-30-00,3DBall,PPO,0.0003,2048,40960,3,128,2,50000,8,32,48.4,46.9,10477.2,10586.300000000001,100,8547.0,15.5
run_2025-11-10_118-00-00,3DBall,PPO,0.0003,2048,40960,3,128,2,50000,8,32,50.2,60.0,12709.9,12878.0,100,7331.0,14.2
run_2025-11-10_118-30-00,3DBall,PPO,0.0003,2048,40960,4,128,2,50000,8,32,48.8,61.3,12926.5,13238.0,100,8756.0,22.3
run_2025-11-10_119-00-00,3DBall,PPO,0.0003,2048,40960,4,128,2,50000,8,32,45.1,59.1,12063.8,12437.0,100,7321.0,17.6
run_2025-11-10_119-30-00,3DBall,PPO,0.0003,1024,20480,3,128,2,50000,8,32,48.9,64.3,11881.1,11987.1,100,7646.0,21.5
run_2025-11-10_120-00-00,Walker,SAC,0.0005,1024,20480,4,256,3,75000,16,64,52.9,61.5,11530.6,11850.4,100,8389.0,15.8
run_2025-11-10_120-30-00,3DBall,PPO,0.0003,2048,40960,3,128,2,50000,8,32,51.0,63.1,9163.9,9461.6,100,7749.0,19.6
run_2025-11-10_121-00-00,Walker,SAC,0.0005,1024,20480,5,256,3,75000,16,64,46.0,63.7,8671.9,8953.199999999999,100,8881.0,20.1
run_2025-11-10_121-30-00,3DBall,PPO,0.0003,1024,20480,4,128,2,50000,8,32,53.5,61.0,11577.3,11937.9,100,7981.0,21.0
run_2025-11-10_122-00-00,3DBall,PPO,0.0003,1024,20480,3,128,2,50000,8,32,50.3,58.5,11752.4,12179.3,100,7568.0,20.2
run_2025-11-10_122-30-00,3DBall,PPO,0.0003,2048,40960,4,128,2,50000,8,32,53.4,45.1,8616.1,8811.4,100,6071.0,19.9
run_2025-11-10_123-00-00,Walker,SAC,0.0005,1024,20480,3,256,3,75000,16,64,50.8,54.3,12669.0,13119.1,100,7241.0,18.0
run_2025-11-10_123-30-00,Walker,SAC,0.0005,512,10240,3,256,3,75000,16,64,50.6,56.4,8819.2,8941.5,100,6898.0,14.9
run_2025-11-10_124-00-00,Walker,SAC,0.0005,1024,20480,4,256,3,75000,16,64,46.1,51.1,9715.1,9843.0,100,8244.0,15.1
run_2025-11-10_124-30-00,Walker,SAC,0.0005,512,10240,5,256,3,75000,16,64,46.7,51.4,11493.0,11663.0,100,6625.0,19.2
run_2025-11-10_125-00-00,3DBall,PPO,0.0003,1024,20480,3,128,2,50000,8,32,54.7,64.2,9181.4,9285.199999999999,100,6616.0,18.3
run_2025-11-10_125-30-00,Walker,SAC,0.0005,512,10240,3,256,3,75000,16,64,47.3,62.8,8654.9,8808.5,100,6569.0,20.2
run_2025-11-10_126-00-00,3DBall,PPO,0.0003,2048,40960,3,128,2,50000,8,32,54.8,62.0,9923.3,10021.199999999999,100,6377.0,17.7
run_2025-11-10_126-30-00,3DBall,PPO,0.0003,1024,20480,5,128,2,50000,8,32,50.3,53.1,11923.5,12343.3,100,6933.0,22.3
run_2025-11-10_127-00-00,Walker,SAC,0.0005,1024,20480,5,256,3,75000,16,64,46.4,45.3,10302.9,10415.4,100,8658.0,24.4
run_2025-11-10_127-30-00,Walker,SAC,0.0005,512,10240,4,256,3,75000,16,64,46.0,46.6,11403.7,11790.0,100,8325.0,17.6
run_2025-11-10_128-00-00,Walker,SAC,0.0005,1024,20480,5,256,3,75000,16,64,47.1,51.2,11066.2,11137.800000000001,100,8206.0,16.3
run_2025-11-10_128-30-00,Walker,SAC,0.0005,512,10240,4,256,3,75000,16,64,54.3,45.3,8502.2,8979.0,100,8392.0,15.4
run_2025-11-10_129-00-00,Walker,SAC,0.0005,512,10240,4,256,3,75000,16,64,49.1,45.3,12947.3,13317.3,100,6808.0,21.4
run_2025-11-10_129-30-00,Walker,SAC,0.0005,1024,20480,5,256,3,75000,16,64,49.0,63.3,8590.6,8643.7,100,8662.0,19.3
run_2025-11-10_130-00-00,Walker,SAC,0.0005,512,10240,4,256,3,75000,16,64,48.1,59.1,12851.9,13245.6,100,6412.0,16.3
run_2025-11-10_130-30-00,Walker,SAC,0.0005,512,10240,5,256,3,75000,16,64,46.5,51.2,10929.4,11210.699999999999,100,7009.0,21.8
run_2025-11-10_131-00-00,3DBall,PPO,0.0003,1024,20480,4,128,2,50000,8,32,49.9,47.7,12830.5,13231.2,100,7760.0,15.8
run_2025-11-10_131-30-00,Walker,SAC,0.0005,512,10240,5,256,3,75000,16,64,46.3,55.2,8927.9,9213.0,100,6309.0,20.7
run_2025-11-10_132-00-00,Walker,SAC,0.0005,512,10240,5,256,3,75000,16,64,53.4,45.1,10655.9,10994.4,100,8190.0,20.3
run_2025-11-10_132-30-00,3DBall,PPO,0.0003,2048,40960,4,128,2,50000,8,32,48.7,63.8,9179.7,9583.5,100,7162.0,22.8
run_2025-11-10_133-00-00,Walker,SAC,0.0005,512,10240,3,256,3,75000,16,64,48.7,53.3,8634.5,8866.8,100,8353.0,14.7
run_2025-11-10_133-30-00,3DBall,PPO,0.0003,1024,20480,4,128,2,50000,8,32,49.7,53.0,11240.6,11291.800000000001,100,7479.0,24.7
run_2025-11-10_134-00-00,3DBall,PPO,0.0003,1024,20480,5,128,2,50000,8,32,49.4,52.8,9355.8,9788.3,100,6543.0,22.4
run_2025-11-10_134-30-00,Walker,SAC,0.0005,1024,20480,3,256,3,75000,16,64,54.9,46.4,11103.4,11324.8,100,8204.0,16.6
run_2025-11-10_135-00-00,3DBall,PPO,0.0003,2048,40960,4,128,2,50000,8,32,50.5,57.8,8916.9,9190.1,100,6756.0,16.2
run_2025-11-10_135-30-00,3DBall,PPO,0.0003,2048,40960,4,128,2,50000,8,32,45.9,59.7,9927.1,9980.6,100,7472.0,19.2
run_2025-11-10_136-00-00,3DBall,PPO,0.0003,2048,40960,4,128,2,50000,8,32,51.1,58.5,11995.5,12266.9,100,6227.0,23.8
run_2025-11-10_136-30-00,3DBall,PPO,0.0003,2048,40960,3,128,2,50000,8,32,46.5,47.8,10410.4,10904.3,100,7854.0,24.1
run_2025-11-10_137-00-00,Walker,SAC,0.0005,512,10240,5,256,3,75000,16,64,45.3,56.6,11287.6,11462.800000000001,100,7998.0,20.2
run_2025-11-10_137-30-00,3DBall,PPO,0.0003,2048,40960,4,128,2,50000,8,32,54.7,56.4,11378.3,11606.199999999999,100,7136.0,24.3
run_2025-11-10_138-00-00,Walker,SAC,0.0005,512,10240,4,256,3,75000,16,64,52.7,62.4,12281.3,12640.5,100,8863.0,14.1
run_2025-11-10_138-30-00,3DBall,PPO,0.0003,2048,40960,4,128,2,50000,8,32,54.8,52.6,9894.6,10311.300000000001,100,8623.0,14.4
run_2025-11-10_139-00-00,3DBall,PPO,0.0003,1024,20480,4,128,2,50000,8,32,49.8,52.4,11561.6,11799.4,100,8124.0,24.9
run_2025-11-10_139-30-00,3DBall,PPO,0.0003,2048,40960,4,128,2,50000,8,32,50.3,57.4,12823.4,13012.8,100,8141.0,23.3
run_2025-11-10_140-00-00,3DBall,PPO,0.0003,2048,40960,5,128,2,50000,8,32,46.7,57.7,11759.1,12231.1,100,6757.0,19.4
run_2025-11-10_140-30-00,Walker,SAC,0.0005,1024,20480,5,256,3,75000,16,64,47.5,54.4,10653.4,11008.1,100,7970.0,23.0
run_2025-11-10_141-00-00,Walker,SAC,0.0005,1024,20480,4,256,3,75000,16,64,53.4,53.9,11301.3,11404.9,100,6595.0,25.5
run_2025-11-10_141-30-00,3DBall,PPO,0.0003,1024,20480,3,128,2,50000,8,32,48.6,54.9,11802.5,11883.5,100,6432.0,23.3
run_2025-11-10_142-00-00,3DBall,PPO,0.0003,1024,20480,5,128,2,50000,8,32,53.3,62.2,11216.5,11484.1,100,8998.0,24.1
run_2025-11-10_142-30-00,Walker,SAC,0.0005,1024,20480,3,256,3,75000,16,64,52.1,54.2,8476.7,8625.7,100,7867.0,23.1
run_2025-11-10_143-00-00,3DBall,PPO,0.0003,1024,20480,5,128,2,50000,8,32,46.8,63.8,9296.0,9460.3,100,7293.0,16.0
run_2025-11-10_143-30-00,3DBall,PPO,0.0003,1024,20480,4,128,2,50000,8,32,50.1,55.1,12128.2,12573.2,100,6864.0,24.0
run_2025-11-10_144-00-00,3DBall,PPO,0.0003,2048,40960,5,128,2,50000,8,32,51.8,64.0,9654.2,9744.5,100,7812.0,16.3
run_2025-11-10_144-30-00,Walker,SAC,0.0005,512,10240,4,256,3,75000,16,64,47.4,61.7,11765.2,12137.1,100,6149.0,24.7
run_2025-11-10_145-00-00,Walker,SAC,0.0005,1024,20480,5,256,3,75000,16,64,53.3,52.2,10111.8,10283.8,100,6284.0,19.5
run_2025-11-10_145-30-00,Walker,SAC,0.0005,1024,20480,4,256,3,75000,16,64,50.4,62.3,10800.7,11192.800000000001,100,6099.0,22.1
run_2025-11-10_146-00-00,3DBall,PPO,0.0003,1024,20480,4,128,2,50000,8,32,46.7,47.2,8712.7,9087.800000000001,100,7498.0,20.0
run_2025-11-10_146-30-00,3DBall,PPO,0.0003,2048,40960,4,128,2,50000,8,32,50.8,63.5,9233.6,9286.9,100,7802.0,15.1
run_2025-11-10_147-00-00,Walker,SAC,0.0005,512,10240,4,256,3,75000,16,64,55.0,57.6,12803.1,13082.2,100,6187.0,17.5
run_2025-11-10_147-30-00,Walker,SAC,0.0005,512,10240,3,256,3,75000,16,64,46.5,46.1,12494.6,12607.300000000001,100,8164.0,25.8
run_2025-11-10_148-00-00,Walker,SAC,0.0005,512,10240,4,256,3,75000,16,64,53.2,57.9,11400.5,11840.3,100,6691.0,25.5
run_2025-11-10_148-30-00,Walker,SAC,0.0005,1024,20480,3,256,3,75000,16,64,47.1,64.5,10514.4,10956.6,100,8056.0,17.8
run_2025-11-10_149-00-00,3DBall,PPO,0.0003,1024,20480,3,128,2,50000,8,32,52.8,46.4,11508.5,11746.8,100,8946.0,26.0
run_2025-11-10_149-30-00,Walker,SAC,0.0005,512,10240,4,256,3,75000,16,64,52.3,56.1,11245.6,11495.6,100,8073.0,24.1
run_2025-11-10_150-00-00,3DBall,PPO,0.0003,1024,20480,3,128,2,50000,8,32,48.0,60.0,11015.3,11201.8,100,8650.0,21.3
run_2025-11-10_150-30-00,Walker,SAC,0.0005,1024,20480,5,256,3,75000,16,64,48.3,61.2,8672.2,9044.7,100,8845.0,14.5
run_2025-11-10_151-00-00,3DBall,PPO,0.0003,1024,20480,4,128,2,50000,8,32,52.9,53.3,11310.9,11522.3,100,7460.0,24.8
run_2025-11-10_151-30-00,Walker,SAC,0.0005,512,10240,3,256,3,75000,16,64,49.6,49.1,11937.0,12107.5,100,8107.0,20.7
run_2025-11-10_152-00-00,Walker,SAC,0.0005,1024,20480,4,256,3,75000,16,64,52.3,45.8,12972.8,13217.3,100,8556.0,24.4
run_2025-11-10_152-30-00,Walker,SAC,0.0005,512,10240,4,256,3,75000,16,64,46.5,56.6,8451.0,8542.2,100,7070.0,24.0
run_2025-11-10_153-00-00,Walker,SAC,0.0005,1024,20480,4,256,3,75000,16,64,53.5,54.1,11758.8,12144.8,100,6784.0,24.0
run_2025-11-10_153-30-00,3DBall,PPO,0.0003,1024,20480,3,128,2,50000,8,32,52.1,64.0,11030.2,11085.900000000001,100,8840.0,22.4
run_2025-11-10_154-00-00,Walker,SAC,0.0005,1024,20480,5,256,3,75000,16,64,54.1,46.2,10396.6,10736.6,100,8179.0,17.5
run_2025-11-10_154-30-00,3DBall,PPO,0.0003,2048,40960,5,128,2,50000,8,32,46.3,58.7,8986.8,9119.099999999999,100,6659.0,18.0
run_2025-11-10_155-00-00,3DBall,PPO,0.0003,2048,40960,3,128,2,50000,8,32,50.9,45.5,10281.8,10436.4,100,7347.0,17.7
run_2025-11-10_155-30-00,3DBall,PPO,0.0003,2048,40960,4,128,2,50000,8,32,51.0,48.4,10030.1,10366.1,100,8389.0,14.2
run_2025-11-10_156-00-00,3DBall,PPO,0.0003,2048,40960,3,128,2,50000,8,32,48.5,54.1,9793.0,10289.8,100,7641.0,21.0
run_2025-11-10_156-30-00,Walker,SAC,0.0005,512,10240,3,256,3,75000,16,64,49.6,54.1,11762.0,12162.0,100,7950.0,22.4
run_2025-11-10_157-00-00,3DBall,PPO,0.0003,1024,20480,3,128,2,50000,8,32,45.4,58.7,11623.3,11774.9,100,8261.0,24.2
run_2025-11-10_157-30-00,3DBall,PPO,0.0003,1024,20480,4,128,2,50000,8,32,52.5,63.2,11109.5,11238.7,100,7866.0,15.7
run_2025-11-10_158-00-00,3DBall,PPO,0.0003,2048,40960,3,128,2,50000,8,32,50.5,57.8,12717.9,13157.699999999999,100,7620.0,20.5
run_2025-11-10_158-30-00,Walker,SAC,0.0005,1024,20480,4,256,3,75000,16,64,45.6,64.1,10009.3,10259.199999999999,100,8249.0,14.1
run_2025-11-10_159-00-00,Walker,SAC,0.0005,1024,20480,3,256,3,75000,16,64,51.8,62.6,9521.5,9633.2,100,8183.0,15.1
run_2025-11-10_159-30-00,Walker,SAC,0.0005,1024,20480,5,256,3,75000,16,64,49.7,56.7,11417.2,11855.2,100,7890.0,14.7
run_2025-11-10_160-00-00,Walker,SAC,0.0005,512,10240,3,256,3,75000,16,64,45.3,61.7,9314.5,9731.7,100,7079.0,22.7
run_2025-11-10_160-30-00,3DBall,PPO,0.0003,1024,20480,3,128,2,50000,8,32,54.7,57.9,9849.0,10341.8,100,7217.0,15.0
run_2025-11-10_161-00-00,3DBall,PPO,0.0003,1024,20480,5,128,2,50000,8,32,54.5,46.6,9433.2,9892.6,100,8911.0,22.6
run_2025-11-10_161-30-00,Walker,SAC,0.0005,1024,20480,4,256,3,75000,16,64,50.1,59.8,8718.1,9151.4,100,6337.0,17.0
run_2025-11-10_162-00-00,3DBall,PPO,0.0003,1024,20480,4,128,2,50000,8,32,45.9,46.9,12206.5,12280.2,100,6806.0,24.5
run_2025-11-10_162-30-00,3DBall,PPO,0.0003,2048,40960,3,128,2,50000,8,32,52.5,56.9,9570.9,9667.9,100,7477.0,23.8
run_2025-11-10_163-00-00,3DBall,PPO,0.0003,1024,20480,5,128,2,50000,8,32,49.9,59.1,10575.9,10881.9,100,8510.0,25.5
run_2025-11-10_163-30-00,Walker,SAC,0.0005,512,10240,4,256,3,75000,16,64,48.0,46.3,8599.3,8888.5,100,6491.0,24.6
run_2025-11-10_164-00-00,Walker,SAC,0.0005,512,10240,3,256,3,75000,16,64,49.9,49.6,11617.0,11873.1,100,6831.0,25.2
run_2025-11-10_164-30-00,3DBall,PPO,0.0003,1024,20480,5,128,2,50000,8,32,50.2,63.3,9920.6,10149.2,100,6197.0,24.3
run_2025-11-10_165-00-00,Walker,SAC,0.0005,1024,20480,4,256,3,75000,16,64,50.6,57.3,11825.8,12069.8,100,8118.0,22.3
run_2025-11-10_165-30-00,Walker,SAC,0.0005,1024,20480,4,256,3,75000,16,64,49.4,49.9,10297.1,10603.300000000001,100,6715.0,16.0
run_2025-11-10_166-00-00,Walker,SAC,0.0005,512,10240,5,256,3,75000,16,64,51.1,58.8,9300.5,9351.4,100,7166.0,17.3
run_2025-11-10_166-30-00,Walker,SAC,0.0005,512,10240,5,256,3,75000,16,64,54.2,56.9,10760.6,10927.9,100,7331.0,16.6
run_2025-11-10_167-00-00,Walker,SAC,0.0005,1024,20480,5,256,3,75000,16,64,48.6,55.0,9000.3,9283.5,100,8674.0,21.2
run_2025-11-10_167-30-00,3DBall,PPO,0.0003,2048,40960,5,128,2,50000,8,32,52.3,64.5,10426.5,10801.5,100,7234.0,20.0
run_2025-11-10_168-00-00,Walker,SAC,0.0005,512,10240,3,256,3,75000,16,64,53.9,58.7,9859.6,9988.0,100,6436.0,24.4
run_2025-11-10_168-30-00,3DBall,PPO,0.0003,1024,20480,5,128,2,50000,8,32,49.6,52.5,12595.0,12891.1,100,7573.0,25.4
run_2025-11-10_169-00-00,3DBall,PPO,0.0003,2048,40960,4,128,2,50000,8,32,49.4,61.0,8680.3,9051.8,100,8889.0,18.9
run_2025-11-10_169-30-00,Walker,SAC,0.0005,512,10240,4,256,3,75000,16,64,51.0,62.7,11592.5,11842.6,100,7823.0,20.1
run_2025-11-10_170-00-00,3DBall,PPO,0.0003,2048,40960,3,128,2,50000,8,32,50.9,47.5,9240.7,9302.900000000001,100,8950.0,25.7
run_2025-11-10_170-30-00,3DBall,PPO,0.0003,2048,40960,4,128,2,50000,8,32,53.1,49.0,9867.6,10119.800000000001,100,8523.0,17.3
run_2025-11-10_171-00-00,3DBall,PPO,0.0003,2048,40960,4,128,2,50000,8,32,49.8,49.3,10311.4,10494.8,100,6108.0,23.5
run_2025-11-10_171-30-00,Walker,SAC,0.0005,512,10240,5,256,3,75000,16,64,55.0,58.8,12576.9,13045.199999999999,100,7975.0,16.7
run_2025-11-10_172-00-00,Walker,SAC,0.0005,512,10240,4,256,3,75000,16,64,45.6,57.1,9515.9,9622.0,100,6860.0,22.2
run_2025-11-10_172-30-00,3DBall,PPO,0.0003,1024,20480,3,128,2,50000,8,32,45.0,57.4,8820.0,9163.6,100,7679.0,17.0
run_2025-11-10_173-00-00,Walker,SAC,0.0005,1024,20480,5,256,3,75000,16,64,51.4,63.8,9866.0,9939.7,100,6838.0,24.6
run_2025-11-10_173-30-00,Walker,SAC,0.0005,1024,20480,5,256,3,75000,16,64,48.0,60.5,8881.5,9132.3,100,7047.0,20.7
run_2025-11-10_174-00-00,Walker,SAC,0.0005,512,10240,3,256,3,75000,16,64,47.4,47.6,8991.5,9290.8,100,8770.0,16.2
run_2025-11-10_174-30-00,Walker,SAC,0.0005,512,10240,5,256,3,75000,16,64,48.1,52.0,11039.7,11223.800000000001,100,6620.0,16.7
run_2025-11-10_175-00-00,3DBall,PPO,0.0003,1024,20480,5,128,2,50000,8,32,47.6,53.7,8680.1,8934.9,100,8622.0,19.9
run_2025-11-10_175-30-00,3DBall,PPO,0.0003,1024,20480,3,128,2,50000,8,32,45.3,52.9,8542.3,8665.9,100,6091.0,25.5
run_2025-11-10_176-00-00,Walker,SAC,0.0005,512,10240,5,256,3,75000,16,64,54.7,58.4,11686.3,11873.199999999999,100,6273.0,23.2
run_2025-11-10_176-30-00,Walker,SAC,0.0005,1024,20480,3,256,3,75000,16,64,47.2,62.8,10063.6,10393.1,100,8564.0,19.9
run_2025-11-10_177-00-00,3DBall,PPO,0.0003,2048,40960,3,128,2,50000,8,32,52.3,51.1,8976.7,9162.5,100,7892.0,18.1
run_2025-11-10_177-30-00,3DBall,PPO,0.0003,2048,40960,4,128,2,50000,8,32,52.6,56.0,9566.6,10021.5,100,8242.0,20.6
run_2025-11-10_178-00-00,Walker,SAC,0.0005,1024,20480,4,256,3,75000,16,64,54.3,60.8,11353.6,11686.4,100,6628.0,23.0
run_2025-11-10_178-30-00,3DBall,PPO,0.0003,2048,40960,5,128,2,50000,8,32,45.3,53.3,9667.5,9914.9,100,7611.0,23.4
run_2025-11-10_179-00-00,Walker,SAC,0.0005,512,10240,5,256,3,75000,16,64,53.7,48.4,10674.8,10742.199999999999,100,8212.0,17.9
run_2025-11-10_179-30-00,Walker,SAC,0.0005,1024,20480,3,256,3,75000,16,64,50.3,54.5,8959.8,9234.599999999999,100,7882.0,22.7
run_2025-11-10_180-00-00,3DBall,PPO,0.0003,1024,20480,5,128,2,50000,8,32,51.3,46.1,11105.2,11499.300000000001,100,7415.0,21.9
run_2025-11-10_180-30-00,3DBall,PPO,0.0003,2048,40960,3,128,2,50000,8,32,51.4,63.8,9854.0,10023.5,100,8879.0,25.5
run_2025-11-10_181-00-00,Walker,SAC,0.0005,1024,20480,3,256,3,75000,16,64,53.2,46.5,11284.1,11697.1,100,8028.0,25.2
run_2025-11-10_181-30-00,Walker,SAC,0.0005,512,10240,5,256,3,75000,16,64,48.3,53.8,12118.6,12281.9,100,8723.0,23.5
run_2025-11-10_182-00-00,3DBall,PPO,0.0003,1024,20480,3,128,2,50000,8,32,52.3,55.6,11213.6,11634.300000000001,100,8189.0,22.7
run_2025-11-10_182-30-00,Walker,SAC,0.0005,512,10240,4,256,3,75000,16,64,50.3,64.7,9760.4,9848.8,100,8206.0,17.3
run_2025-11-10_183-00-00,3DBall,PPO,0.0003,1024,20480,5,128,2,50000,8,32,52.9,48.3,9576.4,10016.199999999999,100,6240.0,24.2
run_2025-11-10_183-30-00,Walker,SAC,0.0005,512,10240,4,256,3,75000,16,64,54.9,47.3,9906.1,10180.7,100,7078.0,19.1
run_2025-11-10_184-00-00,3DBall,PPO,0.0003,1024,20480,5,128,2,50000,8,32,47.0,45.2,9157.3,9340.699999999999,100,8575.0,17.3
run_2025-11-10_184-30-00,3DBall,PPO,0.0003,1024,20480,3,128,2,50000,8,32,54.9,48.1,9233.4,9402.699999999999,100,6698.0,18.6
run_2025-11-10_185-00-00,3DBall,PPO,0.0003,1024,20480,5,128,2,50000,8,32,45.9,49.1,12037.2,12281.6,100,6347.0,24.0
run_2025-11-10_185-30-00,Walker,SAC,0.0005,1024,20480,4,256,3,75000,16,64,45.0,57.6,10169.8,10669.4,100,6978.0,15.8
run_2025-11-10_186-00-00,Walker,SAC,0.0005,1024,20480,3,256,3,75000,16,64,45.4,49.4,10405.6,10554.7,100,6661.0,19.5
run_2025-11-10_186-30-00,3DBall,PPO,0.0003,1024,20480,5,128,2,50000,8,32,48.4,45.4,11132.6,11229.0,100,8776.0,19.9
run_2025-11-10_187-00-00,Walker,SAC,0.0005,1024,20480,5,256,3,75000,16,64,51.3,61.5,11112.4,11425.699999999999,100,8604.0,14.4
run_2025-11-10_187-30-00,3DBall,PPO,0.0003,2048,40960,5,128,2,50000,8,32,45.7,52.3,8709.9,8979.699999999999,100,7499.0,16.3
run_2025-11-10_188-00-00,3DBall,PPO,0.0003,1024,20480,4,128,2,50000,8,32,45.1,52.1,12225.1,12511.0,100,6184.0,23.9
run_2025-11-10_188-30-00,Walker,SAC,0.0005,1024,20480,4,256,3,75000,16,64,54.4,51.0,9215.7,9565.800000000001,100,8144.0,24.0
run_2025-11-10_189-00-00,Walker,SAC,0.0005,1024,20480,5,256,3,75000,16,64,53.2,64.5,11726.1,11896.300000000001,100,7870.0,17.5
run_2025-11-10_189-30-00,3DBall,PPO,0.0003,2048,40960,3,128,2,50000,8,32,53.1,48.4,11954.3,12414.099999999999,100,8912.0,24.5
run_2025-11-10_190-00-00,Walker,SAC,0.0005,1024,20480,3,256,3,75000,16,64,53.8,63.0,11688.5,11934.6,100,7677.0,23.3
run_2025-11-10_190-30-00,Walker,SAC,0.0005,512,10240,4,256,3,75000,16,64,52.0,60.5,11063.3,11171.4,100,7009.0,19.0
